id,latitude,longitude,thumb_original_url,country,sequence,captured_at,lon_bin,lat_bin,cell,land_cover,road_index,drive_side,climate,soil,dist_sea,region,sub-region,city,unique_city,unique_sub-region,unique_region,unique_country,quadtree_10_1000,creator_username,creator_id
268889584920436,45.365969929213,7.9016215896041,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An91n-RImsFItVQkMtVCQyuHVo-ObEiNuBoCJYq-IiprpYAAriMd3GtTfqSKLUAsXlvJCFV5esND6bO8BvbdiwcjYl9X7XUVkfA1RIEWOYe9zuhfg_dYeymRxB8spKUXRY8q3BMLcH9PNCgGXa7c5g?ccb=10-5&oh=00_AfDhJ7-_hJCLX4ubcXznlXsoTrU-gOekN1T5xrY0XPhv6A&oe=650F30BB&_nc_sid=201bca,IT,Me3UJ8tKQ26Qcgyo5kxxsg,1533801367726,51,74,"(51, 74)",2,4.515294552,0,14,9,0.8351524462045161,Piedmont,Provincia di Torino,Strambino,Strambino_Provincia di Torino_Piedmont_IT,Provincia di Torino_Piedmont_IT,Piedmont_IT,IT,8330,mbranco,106663634900869.0
152978806794844,-26.35867194419,-70.644272164592,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An-Ht9vWvykOA2nyUCnS0Z4G5yCrbZdjwNAIV1XUE37oo0NwDPs7BjuUjjLFkJr7vxn6yP96VEGOJ31tP13lBPDZIjLsZTGhesNNOiqvuDvA1B9m9mJeI_L_WJ6aAmAIDkipaDw-ByQiOeHTR89wifw?ccb=10-5&oh=00_AfDyxHRSrOHhxz6cHKYJX-Hcd02qm3wzWeCi01tI0Pa7-Q&oe=650F7412&_nc_sid=201bca,CL,hk6bmusfb3q3jzn16edxne,1583764142411,29,21,"(29, 21)",9,5.208479881,0,4,13,0.016774948972045,Atacama,Provincia de Chanaral,Diego de Almagro,Diego de Almagro_Provincia de Chanaral_Atacama_CL,Provincia de Chanaral_Atacama_CL,Atacama_CL,CL,129,jptolosa,103492215227431.0
911714879669266,9.7651218840176,13.947308974524,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An-GenorZl-pExdyJWFpvvXiZ_T-aJVS5qVMa0QHScJeAbGM8MYf8Ri1v61nb0ATGUX5fvcPcMFM5Cni07PKoy5R2PyOOt-1lGgOCgcxVFqdyDAOlBKACle5RW5AqvwqhcgBJgZ_t5QfrsAxgSbBQQg?ccb=10-5&oh=00_AfBUK_nCRtiwkEZj3hHGqaPVokzw4WshvSNMmx_thMM8Sg&oe=650F48EA&_nc_sid=201bca,CM,sux7z1nd39w2frg44zcsmy,1572333933294,53,47,"(53, 47)",2,2.560917616,0,3,9,0.9999996431037844,North Province,,Guider,Guider_NaN_North Province_CM,,North Province_CM,CM,1602,peltiern,101519632094316.0
143897864453340,-6.0436665359213,39.187286810893,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An99fnx7uXndMQueCxpwcs2c8OL71Jw4np1RczZgXBGVyiSy03NaVwUwHtIUEpbLKg0uySPgIiiDgNVVzabAb2c0CIGhVGdviynVJk7v3fxa50X6RcDuLM5qKVLuDVpTuTGXxgfuUnypchUF7MQJFOc?ccb=10-5&oh=00_AfBxX9ii165qBfyQrCcfREarqswl-8fDG_cCl6Vg8GBavA&oe=650F0BA8&_nc_sid=201bca,TZ,jFzBBxUJeQGQQG7TtXrt4w,1422310548000,60,36,"(60, 36)",11,3.48600626,0,0,14,0.0194198334105932,Zanzibar Urban/West,,Zanzibar,Zanzibar_NaN_Zanzibar Urban/West_TZ,,Zanzibar Urban/West_TZ,TZ,1491,omarshehe,107476078156208.0
290848582709752,48.799899041373,-123.47996281429,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An_RYwJ307LcZCOOwnJ70CjgYEjVew48pmyYWn_PQYDR93jQC29bi3tgjrGdKreGwqKG9qn60YfB6fMQg_iG7MHob_XR1x-VjnHyZlpgsD4D7Myqr82Rc-9Hbk7cuhN2r0UPENr2JOyusyR_w3sNWCQ?ccb=10-5&oh=00_AfBzZlkk6VXFK5sP5zkkJ1FFqzAtwNwHUWO6-H2tq3wooQ&oe=650F6E3F&_nc_sid=201bca,CA,ry3fz2ZwSO-s_O_0UhQ06w,1554412211281,14,76,"(14, 76)",4,5.379202843,0,9,14,0.0282001300215209,British Columbia,,North Saanich,North Saanich_NaN_British Columbia_CA,,British Columbia_CA,CA,5126,shovie80,108678854700817.0
473360990542790,13.77988672542,121.06772331034,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An-BUZq2NVy4egs-MtUaBN5fPGubTkG8BKmo6cSmpx5saqriP_gr8QT1MsYTcYsAsOx28yiyu1UfAk0zX2OAohn8SIqGidKw-K_Xpr-cLwQydRgowdV_1Xfa_w39mevopZYI2QwugR5QzXsQgNQnaxk?ccb=10-5&oh=00_AfDD8AWWb8ZGtOHkrzslkxVpT8D_tUfda9QIW8gCNa1BqQ&oe=650F121E&_nc_sid=201bca,PH,1lMCOMyqOUGeL7jVoeNiSQ,1482918845268,82,50,"(82, 50)",1,3.099615335,0,3,9,0.0621619856544187,Calabarzon,Province of Batangas,Batangas,Batangas_Province of Batangas_Calabarzon_PH,Province of Batangas_Calabarzon_PH,Calabarzon_PH,PH,7610,tagasanpedroako,110177704548349.0
535148507478914,35.756112212054,-82.042269829827,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An-apHSV3xVOrZG26mflc2gHDxV22kkrgh4GSLVRuLkVrtTbwntyT8OP-pkpMY_9q01d8_LPh6HtOHtYqiAqID92khfMNehYtD72iIYWAsYKxEvlk3bZUJzRh_LvJX0VfXdxjL2IyDhDMNQCqHWMIQ?ccb=10-5&oh=00_AfD6zl5qlCo-L9WBL5-0JWDGc7t4rqYTX7cqFlc7YEdL_A&oe=650F11F7&_nc_sid=201bca,US,o8fBc_OXXH04zZsI-Uk0IQ,1447420205451,26,67,"(26, 67)",4,5.733500481,0,14,10,0.9987049441727732,North Carolina,McDowell County,Marion,Marion_McDowell County_North Carolina_US,McDowell County_North Carolina_US,North Carolina_US,US,3741,oddityoverseer13,106382858262440.0
918171452280346,20.892507201317,-89.3661383122,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An9_ClXtXA-lfs5AQK6wue6QxUF7UyCZ65XECcyrjbB3TJ5KxFU1eUEkX6APmlx8SdNMYmJZQWKkZiEUM9szwXPu2_LJkI2BiIpSouiOQDgiF8aoR8La_VMCRL5dYcdnRIxybr4jSbkWp_Pl5MfytQ?ccb=10-5&oh=00_AfCx_TqKn1IRwy1jDIJKALG12K4xYn9vsp3g6ycMLMIfTg&oe=650F1AF2&_nc_sid=201bca,MX,C5MUuE6OQjmeeefIXNBlpg,1446800689725,24,56,"(24, 56)",2,4.373290539,0,3,5,0.4544935670556694,Yucatan,,Seye,Seye_NaN_Yucatan_MX,,Yucatan_MX,MX,2006,ccossio,100992735477540.0
1062661724260842,46.453522683906,39.713276599127,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An8cW3IS-9EGN0sSlEnRiKX6-Ib5FLAO7jpwUJUISKWBVE-wnWDMA_U99FrWPMlt6ZE5QFsl8cyhMt0AKWy8MS-i4a18wfTddi4ZKqvaIk4ni9yzx5fbLhojhrVR0Zyfv9Ls3jrsV8Nypi_2O9-5maw?ccb=10-5&oh=00_AfAfbjtUlMSxsQtcA1T05avDApUVYSRDuFRvklxoBDWQQg&oe=650F0FC8&_nc_sid=201bca,RU,o131ww1g7fjk7b7dkruzbc,1488032184311,60,75,"(60, 75)",2,2.896594048,0,25,2,0.6125814568908324,Krasnodarskiy,,Kislyakovskaya,Kislyakovskaya_NaN_Krasnodarskiy_RU,,Krasnodarskiy_RU,RU,9954,helenv,101810342064705.0
601868230773522,46.158220898866,-113.04595522453,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An__Z1RHkn89s-_bpiWsgdtiSrEsW6S8kQYk0qFOi1OcaVASiuMV_49DNCW_1g-6fenFVe4W6ENmgPSarSnkwFB6YerxPA9eOYP463KMURsaM91kng9WXKf6BzanRAo3xDvdscLV8OGU8BZTZE-UQw?ccb=10-5&oh=00_AfDmZ_zCxGpqSo6e0H-DTTgqqFC3H1R0nDC-2XZLcnobXA&oe=650F3037&_nc_sid=201bca,US,eNfRUn9PxXH3O5Bm4qlCjQ,1473982320104,17,74,"(17, 74)",5,5.733500481,0,7,9,0.9999995868181948,Montana,Deer Lodge County,Anaconda,Anaconda_Deer Lodge County_Montana_US,Deer Lodge County_Montana_US,Montana_US,US,5183,chrisbeddow,105867468318294.0
801188877469451,10.167263189418,-73.133199039572,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An8zCUX8z4JZglI_KZPxfOYSgkW1zUMxCxAYNMTAFa9BO8YR81OPHpuUanUCVPReikGyJ8RHZTZDTz4px0jcAc66944Uvj8NvRxrc4UzU-q30BP4BWRdrQAA6AnVMjBhSw7ej7U_pRKGk8--NTFLGA?ccb=10-5&oh=00_AfAoHGEJSrdhQPgzh_n2Cj2QtNHa3YWHSaEdxIzoWdpQhQ&oe=650F195A&_nc_sid=201bca,CO,1d9ffaa1-d134-4a30-ac7d-85dd3ad982a1,1526987741588,28,48,"(28, 48)",4,3.020053625,0,3,9,0.8397689802006989,Cesar,,Agustin Codazzi,Agustin Codazzi_NaN_Cesar_CO,,Cesar_CO,CO,718,omnibus,105307731704424.0
980197066052203,47.296447580587,22.442781175011,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An-Mv7RG6tC9AXZBO0OsIvoEkDJur7PJy5-XnpIqNXq8c-XbTRt5TEn3j4B8nY8aPCavh3GaGwAICDz0TC4piGoPJnvHkxfQ3JzYLO3a_6xvC_VJLwafUYszZpNUlvA_93sPRnwdGBZ1f1kkzwaxYg?ccb=10-5&oh=00_AfANS2ohlAh669thlt9Pe7oTHebwzTl4kOuVFA-nyeFjPQ&oe=650F7910&_nc_sid=201bca,RO,izqw0jsifrri1eoiscli0y,1607262268580,55,75,"(55, 75)",2,2.698223829,0,26,9,0.9999834562537404,Bihor,Comuna Popesti,Bistra,Bistra_Comuna Popesti_Bihor_RO,Comuna Popesti_Bihor_RO,Bihor_RO,RO,8826,murmidon,110169627881717.0
362602995189520,-16.888750578464,46.966439931151,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An8qaRUHX9WpvQ0zdduwsicAuLlmE3991XTbCgVqH-26EJ26QJ6NBN4M9QQzkpb2OgiUU8ph6g7ngrXvSTbcXvV1wmUPynsBGCht85-BvZsXBWs22yHYdkk-OI4scEWg34hicsM1IBcBcEFk5_Fabw?ccb=10-5&oh=00_AfDNt6OIIBHG1P40sLTXw3nxvoIZ8NgueJcukfsiNdu6mw&oe=650F438C&_nc_sid=201bca,MG,9gqOG93URNSSqgKBBN3zWw,1532860189277,62,28,"(62, 28)",4,2.167167187,0,3,9,0.8080740141439263,Betsiboka,,Maevatanana,Maevatanana_NaN_Betsiboka_MG,,Betsiboka_MG,MG,1509,eric_s,107837578118568.0
479261586731592,42.629793446727,-81.384010928749,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An9qt52pG-_g9BadEayVWroZZEadszOHXzJAY7R2dowPOSs31HElYZ3onsMDKTBrzIrN2cISsNLFBbWP22QN0FzQpgj2BoN17nGlQJJIoGL5HNkA5SN1scdzQ0DBgPvSrN1VvDyMCAN25z_SdEUy5Q?ccb=10-5&oh=00_AfB_Btfx8pn9BNendsg44mqUzWfZDMbMEL7I6kfdR0r9KQ&oe=650F1406&_nc_sid=201bca,CA,46v8wdshphm8yq26za1u2d,1540254229955,26,72,"(26, 72)",4,5.379202843,0,26,13,0.9999682588620524,Ontario,,St. Thomas,St. Thomas_NaN_Ontario_CA,,Ontario_CA,CA,4292,elgaard,108955941335120.0
289598892749261,22.391028665648,39.194695328327,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An-2LwFvHS0epmsa4J3RSXUmblof2qMq5NNOB0rCVvVNir0J3IHhx9HMRLXEX0CY6amfjSgu-N3sCQxnisLOQe_TzMy_XGRQu1KjxG_OgB5O0bRiFwTAKG7OQ_bD1tffP5fFgi2IYQM0gKzXWocnzQ?ccb=10-5&oh=00_AfAhk0pEFK9MruzRytgyS1MK2CxY3HaUgnH7weSlNgGExQ&oe=650F38B3&_nc_sid=201bca,SA,2geh4dwj3r0fyczqoj3bec,1533713589138,60,57,"(60, 57)",9,4.834615707,0,4,12,0.1016192580778168,Makkah,,Rabigh,Rabigh_NaN_Makkah_SA,,Makkah_SA,SA,5994,mohammedpasha,109990257900227.0
403801331764791,44.95128500000001,15.48518638888888,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_Y6Zyal8lWYmItARwXIHI9GwPvZgMTJmFBzRN1z_W5WnUhRDTN_SVLdQXbV1xhUP05AgaVb23LcvdQe8BG1BHsvxvNN5itRq7ce25tflnrUrPGT0CMkJNKFp0hVNjid3jqxWx-lGzYJ6eiiFqy060?ccb=10-5&oh=00_AfAzQEEcsYVj3E0-uDs0nHN1oaP9uBFkkBVK8DlQ0qR-XA&oe=650F6F01&_nc_sid=201bca,HR,Yk25RHxl1dfA4ibngoPqra,1655379390000,53,74,"(53, 74)",4,5.459068298,0,26,9,0.4473805379070588,Licko-Senjska,,Jezerce,Jezerce_NaN_Licko-Senjska_HR,,Licko-Senjska_HR,HR,6952,isvedic,109899211244034.0
794793411474920,56.268081862291,47.80759106416,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8aoVt4B1iRCGUthcv8Z7jyesc99Zw_DJSRCUjzjLysfS9TQPw8zf7zKN9zePWD7koOf7e4p1ZWrJkgbp3oXGjcERFsbQcInf1cj-eSle8bQg8CINCy6J4yr6j25woDdauP72Q-7e07KcM9p5NeDQ?ccb=10-5&oh=00_AfDi4gvdZn4ZHY6nU8CS5MngzwYqF8nikHdLsbpj9NLZDw&oe=650F7BAA&_nc_sid=201bca,RU,p7gebhx0ujww61zpiy0pj7,1602331585000,62,82,"(62, 82)",4,2.896594048,0,26,7,0.9999999417248936,Chuvashia,,Mariinskiy Posad,Mariinskiy Posad_NaN_Chuvashia_RU,,Chuvashia_RU,RU,11093,aquavisph,103710841871238.0
167304198630644,4.4452689260809,-75.300657742848,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An-nJhwOezCYsxAhXbduSLPEVfaV_DJ6xESCJ6yhiuoCAPR8Oz7QtJElwCE839Dw89VbYRZgqPck4fi12ytcaUyoaI1Nij1HiKlDysKMMqs2iJlys3Pb8zEh8HEQmgJRKCoaRYYY-Td8zVwL3HiFXA?ccb=10-5&oh=00_AfCAuORP7cNway3LJMEONN3Yyw-UYqSQeeIG_5via-sfUg&oe=650F09A4&_nc_sid=201bca,CO,p22x7le9kmrupuvg1ri33t,1452591647831,28,43,"(28, 43)",3,3.020053625,0,15,11,0.9749977228566552,Tolima,,Ibague,Ibague_NaN_Tolima_CO,,Tolima_CO,CO,643,colombia_tour,111112011114777.0
3730071850449453,38.665979791087,41.203076130447,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An9JMbJKi0L0W7Buw8EKKeQYdnUXTg5glWk0Jq8dBD_TsQQ0GIK45yTk9T_Os_qb9Xwd0mKHIjIvoiouaye6LjffAcLF9qS1P2mRUoMuoEfsDw_c5TzsvXut2hssAgzn8bPOfl6u8J0V73B7kvHCpQ?ccb=10-5&oh=00_AfAjV-9vCebEr-8-vRe-OExl5oqbL4_kqxXteIH5c_3q7Q&oe=650F5A88&_nc_sid=201bca,TR,f2b1g1qo6kdtu0amkyy21t,1594713926743,60,69,"(60, 69)",4,5.040189266,0,17,9,0.989520096851198,Mus,,Kizilagac,Kizilagac_NaN_Mus_TR,,Mus_TR,TR,7115,rafialacahan,101487975431818.0
323041249424644,11.18486397029,79.364127801673,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8HPpyT6Dg530I1dsey86eNI9CbFaPlRBJjeIMR60KLDpgCvy86jN7kRJShXQusnjrU0Hr1hqePWaJBtLVIzS-U4JOIbY9wtQ6Lhcc3zznzQXN6g6hmYiTCOAVCg3Z0KDz6r3VYKrGGLcgb_x8lrw?ccb=10-5&oh=00_AfA9WyYNdYote3_iP7uoUSRyMAouLFNXGuq1Nd0szXDUOQ&oe=650F61F2&_nc_sid=201bca,IN,r53whqjgrcjns6s91rhuqa,1612584971293,71,48,"(71, 48)",2,4.311433792,1,3,3,0.3766687476094967,Tamil Nadu,Ariyalur,Jayamkondacholapuram,Jayamkondacholapuram_Ariyalur_Tamil Nadu_IN,Ariyalur_Tamil Nadu_IN,Tamil Nadu_IN,IN,1669,pradeepbv,101743165404889.0
285798049696016,-2.0997222244042,147.05861113432,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8a-5E3tsC49oMgU5Nr0te_7BJ0bUjBbCrs0yOTVVkLV7A8b5ttxrHKWnffBv-ExDHbAYEODJmJehsx8cY-9GNpvDIspcrH6PIZU5m8REb2LNsNXmCzuql7us-lvtWNkHgxB9nzFr5CgggDgswgD38?ccb=10-5&oh=00_AfDAp9CCOilrS08OxENUULDOznCtja0_imeF5ZwjXP998Q&oe=650F220F&_nc_sid=201bca,PG,AOqT2spSRz7aDSMY5XZ0AA,1522234056047,90,39,"(90, 39)",4,,1,1,3,0.0858112802062987,Manus,,Lorengau,Lorengau_NaN_Manus_PG,,Manus_PG,PG,1843,jthnz,101151075465473.0
318326096393783,62.663558817728,135.53092574326,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An9QXGQcZ8-nrZT_h_L7iWAI8Zfsp4GD-q216-3NkXM2gIg5Fu1D-7TscFIN4moDIDMHP5mMEGBUANpboutk1WW0nXRR9B4P7uJx2RbQkW57NjipcUlsE2fGtl0nInEDYYTwoDZbomU1IXcW8APsScQ?ccb=10-5&oh=00_AfDXWDFkH9KcvojeduzuxEodUoJtfSfV583M-Jc34-eZ4A&oe=650EE419&_nc_sid=201bca,RU,FzgSw1L0C00-7cLtw6Zgfw,1435339807000,86,87,"(86, 87)",11,2.896594048,0,28,7,0.9999500971061704,Sakha,,Khandyga,Khandyga_NaN_Sakha_RU,,Sakha_RU,RU,0,iovan,101605108752094.0
1148125068946876,-29.846199668623,-51.205394395681,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8Gta9WTsmug-LvFRLI0wq4ccNNckqVqL5LfVfN2Q0b0WiD_VVAyZQIp2kcJXp8Rwj-Xy3ehmc5pezmmwAXKkfdbZfzfw1iWW4iqaQ77-s-lN3iPdrYwlfNTtpK8Djcu611qAYryRO2h2xM9L5VoQ?ccb=10-5&oh=00_AfAchI5p5SFBGRur3h1fz2-N9hwcte1LiRo6tkAJH92xQQ&oe=650F4AA9&_nc_sid=201bca,BR,H5iJLHIfTw24hxoaTBLGpg,1533830845609,34,18,"(34, 18)",2,3.115480423,0,14,9,0.1696347577182186,Rio Grande do Sul,Esteio,Esteio,Esteio_Esteio_Rio Grande do Sul_BR,Esteio_Rio Grande do Sul_BR,Rio Grande do Sul_BR,BR,159,roadroid,111336221091714.0
3072202506247569,-28.090651836598,-51.469874074117,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_SR1TmjeUHptkmgaX3yjmSrrozfa2xCYexhhZe07CPswFfC1i_rhHS6BAA5rV7np9rqPHGIxqDE314ZaYadPnB42bFiJddp2lyJo9yZBcCFNuhYFld-OLFLQ821xKFTDujfusKMzamLYROnVtsml4?ccb=10-5&oh=00_AfCe_CqUkNcyoeJHzlT_qLGrk6S8U_KpoVSE5fmMGBqtbA&oe=650EF514&_nc_sid=201bca,BR,Qk2W3e7nSbAnoWu9U4LKWA,1436613383822,34,19,"(34, 19)",2,3.115480423,0,15,1,0.902149067380444,Rio Grande do Sul,Lagoa Vermelha,Lagoa Vermelha,Lagoa Vermelha_Lagoa Vermelha_Rio Grande do Sul_BR,Lagoa Vermelha_Rio Grande do Sul_BR,Rio Grande do Sul_BR,BR,163,carloscunha,100150005563918.0
2735823260053181,-18.03568293903221,-44.20352803564504,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An9WY83iRGSwzTKC2cb2II2X40_fN35aChE47ka00n8RtXfU_xgZ7b6jdasJve22yCnCVt8dKCXJITPfy8AQ0gQ7EHCfhaA_mtqjNogNUlly5-vqOXXb9abGOdkbZHNoBmTgIzzhgqUjEvrRCcavvg?ccb=10-5&oh=00_AfAUMPlnOuQF6C4ojJYQJim-Q586YGKfrRcPB0XbyLd8_g&oe=650F7B2B&_nc_sid=201bca,BR,qgL4DeNSQlUG13xtFTy9ud,1643818895845,36,27,"(36, 27)",5,3.115480423,0,3,10,0.9994611456203644,Minas Gerais,Corinto,Corinto,Corinto_Corinto_Minas Gerais_BR,Corinto_Minas Gerais_BR,Minas Gerais_BR,BR,450,josevaldos950,101490398764894.0
837375656850386,43.393827779089,68.062958528755,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8Cr4vd34eVnjo8RZ3Kma_q2OhHwJGoRkUeuWXMMjwUYfctdb0RICV0maINLq3srjA44ACgIy6iCOs-e7UWyIoLp9F0Cpj4o0DmHZWSOFoGxWHQiMr26oyH4q1W23V6kl9ixKPwh47BbsZwueLZmA?ccb=10-5&oh=00_AfBKuHtkAdQ4oOd8QeiYvoDSQB1Zh4EJJFNu07IPXsjWzA&oe=650F384F&_nc_sid=201bca,KZ,4qCgTo6nRRSCqJYCmOvY2w,1549085595441,68,72,"(68, 72)",2,2.88312459,0,5,5,0.9999999998571846,Ongtustik Qazaqstan,,Turkestan,Turkestan_NaN_Ongtustik Qazaqstan_KZ,,Ongtustik Qazaqstan_KZ,KZ,7408,vik1607,111082464456749.0
250088286719742,55.978209275483714,93.14480454695725,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An_RqZta-VYZN82VVaCNAncvldOSPYZZSkt_Ylyr9sAhROc_gFZuLBPv-QP9iov5H-lzUoje9yNt0CVMsRggdR4fldwGeNeimHgNEfPLOaouAYR_Q5RCmL9eqK2QifQVZIjgjScgC9MddBBJCVV-nrg?ccb=10-5&oh=00_AfAGsvwVd8e-8ETal-Od6rBOWGRel4HCY7d0Uz5HG0DZQg&oe=650F91F9&_nc_sid=201bca,RU,HA1tXMyzUq7GN0E5OKTIZp,1627131081798,75,82,"(75, 82)",6,2.896594048,0,27,7,0.9932146929077588,Krasnoyarskiy,,Zykovo,Zykovo_NaN_Krasnoyarskiy_RU,,Krasnoyarskiy_RU,RU,11389,romanf748,106111788347903.0
4682774425157265,14.239917808405105,-87.01572494421703,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An_JBSzoox3nCU4gzvnPRe1feDrbIKIyC2SyrpCph-KhOA1M8BANAnMIAQz-6ihnSjSDgmqhGtsutCQmkP1W0XPJ6sGR3WPtjbGJ4c4LRQQsAw1AM-1lrOCXDdWRjDtrSDhNmqpvtTlNelr-0Aq9GA?ccb=10-5&oh=00_AfDXmzmJFH8roLGwLQb9sMjcAvnyFCLRfSgv2df9yyIEOQ&oe=650F70AE&_nc_sid=201bca,HN,BJRa9l6rn2tUKTpIi7j5Dv,1656086909649,25,51,"(25, 51)",2,3.804879904,0,3,11,0.7975338450462648,Francisco Morazan,,San Juan de Flores,San Juan de Flores_NaN_Francisco Morazan_HN,,Francisco Morazan_HN,HN,3230,Davidmejia7,100703216022075.0
580036902970628,18.373081474622,100.40222542109,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An8WXHMe5-eFIot6NCNf3B38yCjqdJMZS9kdCk4xJm6gVWm3Oj-87JMF1uwROdcj3sbYqrI2Onmtivcojo5N3neqb1cSOx_c5bt-xCE1YWqHMUA6q6djnvEXv25KsYuqk0jLx-bER-TbGd5VoNLybUE?ccb=10-5&oh=00_AfB-kHA_Jze_De78TcSGKRS2EAqIUZuzbEXhiNTf75L0qg&oe=650F0FC4&_nc_sid=201bca,TH,eQGxbtHXeHLrdhKBAwjXnA,1433163483767,77,54,"(77, 54)",4,4.260851383,1,3,10,0.9910852538855224,Phrae,,Rong Kwang,Rong Kwang_NaN_Phrae_TH,,Phrae_TH,TH,7544,jrcarlsen,106843961548696.0
1130296284118649,30.15159379167,-97.764197657086,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An-eGmzleHhqtkuHZzd5kPLvliVkuXKP5qDRgM9CFGKPpVkzafbTTlGiavTCSlNQLXTXUlfzgtbaVa1H7MR9T_f2nqWwdRc47sYNHhMRd2ePospNuzJ2A2mhHQ0gla2jLEb8Go-P-9mBgLoL0_KEZQw?ccb=10-5&oh=00_AfD4SZxtpp5oItQpI_Wljfu9XR0LaEjHKqjhwGMl-82nOA&oe=650F42B5&_nc_sid=201bca,US,3ngqp0jnrdew8ho2cbiqir,1576794590167,22,63,"(22, 63)",3,5.733500481,0,14,3,0.959295946265058,Texas,Travis County,Onion Creek,Onion Creek_Travis County_Texas_US,Travis County_Texas_US,Texas_US,US,2310,oscartx512,107399861497740.0
808956799974380,7.726567409122,-74.782697434148,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An9DyqOOwUaXczc9e_1-Ubi4t-DAtNk4RCKbnA1FRr1VFabqSfDVD3eI8YaC--v5kAZO7IwjPLfurkSonQV6KDJM1Lw9MY50VP3qNLHG9ASbYz_w0ABfJFexNkmwbOZAxZlsbiKpipnnH4sOPcuYcQ?ccb=10-5&oh=00_AfASr0yedpGhZxNHiC3uPLKUl4d926XYzCJkcZ_h-n6Ieg&oe=650F11A3&_nc_sid=201bca,CO,mvOiGmpLf5_DlxOBSlraKA,1480617444301,28,46,"(28, 46)",4,3.020053625,0,1,5,0.9686924623846122,Antioquia,,San Carlos,San Carlos_NaN_Antioquia_CO,,Antioquia_CO,CO,711,holverarango,104854218421682.0
143154771158357,37.042884811282,43.765936937409,https://scontent-cdg4-1.xx.fbcdn.net/m1/v/t6/An8GTrjew5BRNX8OfphETtw4x1ADsmtqCsVKt-jGFZ5qfE4Hf97AzAIVZ_-PYcaK5NrhpKyUpusQrxo5CXsJbU5WmksFarnkNW_2I47pmfSq4oT0_gVpLmHe9AHJ_kN05zyHicfB8MdVBw3dfilAoA?ccb=10-5&oh=00_AfCbLOSGbUVpMQl5TXxEXHOYUDwOi-nA2ZufHdB9yJniDw&oe=650F1C06&_nc_sid=201bca,TR,T39F45reYejqggddlXEGrg,1525629563571,61,68,"(61, 68)",3,5.040189266,0,8,9,0.9998484048253902,Hakkari,,Cukurca,Cukurca_NaN_Hakkari_TR,,Hakkari_TR,TR,7115,emirdoski79,103105278599563.0
166020282192228,-15.830322334893,-63.652397802938,https://scontent-cdg4-3.xx.fbcdn.net/m1/v/t6/An9kjClddm0GMfWHgUVp16cTWROGO35vN4mm99dMwP0IboWyDrgBxxQx7xCCSjtpPRzt-CM49-RuzLjE_RcMB6rLBBgXiC7YsY16HsjCtk_xTnReE2qVdHPI-7lpllVEnMOQMGESq1DPho4wR7uGww?ccb=10-5&oh=00_AfA5fTihJR7ICNtnvLz7Pkl5rw3ZglO6ZCyBiMLKAXaI4Q&oe=650F44F3&_nc_sid=201bca,BO,5L6tsFwoMybVitubRQm8yQ,1543742499000,31,28,"(31, 28)",4,3.114021222,0,3,9,0.999999985260671,Santa Cruz,,Ascension,Ascension_NaN_Santa Cruz_BO,,Santa Cruz_BO,BO,451,jjiglesias,101484125431468.0
